"Name","Site","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","climstanm","upedonid","pedlabsampnum"
"Starkville",2064,"Mississippi","SCAN","Oktibbeha",340,33.63333,-88.76667,"031601040507","Starkville","S02MS-105-001","02N0381"
"Starr Ridge",789,"Oregon","SNOTEL","Grant",5250,44.26423,-119.02162,"171200020102",NA,NA,NA
"State Line",1258,"California","SNOTEL","Modoc",5680,41.98609,-120.71574,"180102040201",NA,NA,NA
"Steel Creek Park",790,"Utah","SNOTEL","Summit",10158,40.90862,-110.50462,"140401070203",NA,NA,NA
"Stephenville",2203,"Texas","SCAN","Erath",1311,32.24535,-98.19563,"120602040103",NA,NA,NA
"Stevens Pass",791,"Washington","SNOTEL","King",3950,47.74607,-121.09288,"171100090102",NA,NA,NA
"Stickney Mill",792,"Idaho","SNOTEL","Custer",7430,43.86117,-114.20902,"170402180303",NA,NA,NA
"Stillwater Creek",793,"Colorado","SNOTEL","Grand",8720,40.22543,-105.91977,"140100010306",NA,NA,NA
"Strawberry",794,"Oregon","SNOTEL","Lake",5770,42.12587,-120.8361,"180102040501",NA,NA,NA
"Strawberry Divide",795,"Utah","SNOTEL","Wasatch",8123,40.16483,-111.20665,"140600040103",NA,NA,NA
"Stringer Creek",1009,"Montana","SNOTEL","Meagher",6550,46.9269,-110.90198,"100301030801",NA,NA,NA
"Stuart Mountain",901,"Montana","SNOTEL","Missoula",7400,46.99523,-113.92664,"170102040102",NA,NA,NA
"Stubblefield",2219,"California","SCAN","San Luis Obispo",2995,34.97018,-119.47831,"180600030101",NA,NA,NA
"Stump Lakes",797,"Colorado","SNOTEL","San Juan",11200,37.47621,-107.63295,"140801040702",NA,NA,NA
"Sucker Creek",798,"Wyoming","SNOTEL","Sheridan",8880,44.7225,-107.40033,"100901010203",NA,NA,NA
"Sudduth Farms",2179,"Alabama","SCAN","Winston",772,34.17973,-87.45618,"031601100303","Sudduth Farms","S10AL133001","10N1243"
"Sugarloaf Mtn",1095,"Alaska","SNOTEL","Valdez-Cordova",550,61.081,-146.2995,"190202011101",NA,NA,NA
"Summer Rim",800,"Oregon","SNOTEL","Lake",7080,42.6957,-120.80158,"180102020103",NA,NA,NA
"Summit Creek",955,"Alaska","SNOTEL","Kenai Peninsula",1400,60.61713,-149.53128,"190203020401",NA,NA,NA
"Summit Lake",801,"Oregon","SNOTEL","Klamath",5610,43.44907,-122.13808,"170703020203",NA,NA,NA
"Summit Lk",1194,"Nevada","SNOTEL","Humboldt",7615,41.48953,-118.99663,"160402021301",NA,NA,NA
"Summit Meadow",1052,"California","SNOTEL","Alpine",9313,38.39747,-119.53522,"160503020203",NA,NA,NA
"Summit Ranch",802,"Colorado","SNOTEL","Summit",9400,39.71796,-106.15802,"140100020502",NA,NA,NA
"Sun Pass",1078,"Oregon","SNOTEL","Klamath",5400,42.78637,-121.97715,"180102010602",NA,NA,NA
"Sunflower Flat",1249,"Utah","SNOTEL","Garfield",10018,38.048,-111.33981,"140700030406","Sunflower Flat","S2013UT017001","14N0332"
"Sunleaf Nursery",2073,"Ohio","SCAN","Lake",670,41.79618,-81.07653,"041100030203","Sunleaf Nursery","S2003OH085001","03N0672"
"Sunset",803,"Idaho","SNOTEL","Shoshone",5540,47.55545,-115.82422,"170103020102",NA,NA,NA
"Surprise Lakes",804,"Washington","SNOTEL","Skamania",4290,46.09497,-121.76345,"170800020107",NA,NA,NA
"Susitna Valley High",967,"Alaska","SNOTEL","Matanuska-Susitna",375,62.13333,-150.04167,"190205050105",NA,NA,NA
"Suu Ranch",1248,"Utah","SNOTEL","Iron",8050,37.59711,-112.92949,"160300060306","SUU Ranch","S2013UT021001","14N0333"
"Swamp Creek",975,"Washington","SNOTEL","Skagit",3930,48.57142,-120.78267,"171100050503",NA,NA,NA
"Swan Lake Mtn",1077,"Oregon","SNOTEL","Klamath",6830,42.41323,-121.68002,"180102040802",NA,NA,NA
"Swede Peak",805,"Idaho","SNOTEL","Blaine",7640,43.626,-113.96887,"170402210301",NA,NA,NA
"Swift Creek",1012,"Washington","SNOTEL","Skamania",4440,46.1638,-122.18402,"170800020304",NA,NA,NA
"Sylvan Lake",806,"Wyoming","SNOTEL","Park",8420,44.47764,-110.15651,"100700010404",NA,NA,NA
"Sylvan Road",807,"Wyoming","SNOTEL","Park",7120,44.47825,-110.03808,"100800120103",NA,NA,NA
"Table Mountain",808,"Montana","SCAN","Gallatin",4474,45.80272,-111.58655,"100200071505",NA,NA,NA
"Tahoe City Cross",809,"California","SNOTEL","Placer",6797,39.17162,-120.15362,"160501010101",NA,NA,NA
"Takka Wiiya",1247,"Utah","SNOTEL","Juab",9122,39.74104,-113.98262,"160203060804","Takka Wiiya","S2013UT023001","14N0334"
"Taos Powderhorn",1168,"New Mexico","SNOTEL","Taos",11057,36.58203,-105.45611,"130201010701",NA,NA,NA
"Taylor Butte",810,"Oregon","SNOTEL","Klamath",5030,42.69108,-121.42592,"180102020606",NA,NA,NA
"Taylor Canyon",811,"Nevada","SNOTEL","Elko",6325,41.2287,-116.0293,"170501050105",NA,NA,NA
"Taylor Green",812,"Oregon","SNOTEL","Baker",5740,45.07707,-117.55067,"170601040502",NA,NA,NA
"Telaquana Lake",1266,"Alaska","SNOTEL","Bethel",1275,60.98243,-153.91772,"190304052303",NA,NA,NA
"Temple Fork",1013,"Utah","SNOTEL","Cache",7406,41.793,-111.54605,"160102030303",NA,NA,NA
"Tent Mtn Lower",1202,"Nevada","SNOTEL","Elko",7100,40.97852,-115.17215,"160401010704",NA,NA,NA
"Tepee Creek",813,"Montana","SNOTEL","Madison",8000,44.78562,-111.71,"100200070602",NA,NA,NA
"Teuchet Creek",951,"Alaska","SNOTEL","Fairbanks North Star",1640,64.94583,-145.51667,"190803060301",NA,NA,NA
"Thaynes Canyon",814,"Utah","SNOTEL","Summit",9230,40.6235,-111.53322,"160201020101",NA,NA,NA
"Thistle Flat",1226,"Utah","SNOTEL","Sanpete",8787,39.23803,-111.51998,"160300040501","Thistle Flat","S2012UT039005","13N57556"
"Three Creeks Meadow",815,"Oregon","SNOTEL","Deschutes",5690,44.14425,-121.64095,"170703010601",NA,NA,NA
"Thumb Divide",816,"Wyoming","SNOTEL","Teton",7980,44.36917,-110.57717,"100700010409",NA,NA,NA
"Thunder Basin",817,"Washington","SNOTEL","Skagit",4320,48.52753,-120.9895,"171100050702",NA,NA,NA
"Tidewater #1",2008,"North Carolina","SCAN","Washington",20,35.86667,-76.65,"030102050103","Tidewater #1","91NC187001","92P0200"
"Tie Creek",818,"Wyoming","SNOTEL","Sheridan",6870,44.81243,-107.41017,"100901010205",NA,NA,NA
"Timber Creek",819,"Wyoming","SNOTEL","Park",7950,44.0274,-109.17879,"100800090210",NA,NA,NA
"Timberline",1097,"Utah","SNOTEL","Carbon",8736,39.67712,-110.43395,"140600070903",NA,NA,NA
"Timpanogos Divide",820,"Utah","SNOTEL","Utah",8140,40.42817,-111.61633,"160202010802",NA,NA,NA
"Tinkham Creek",899,"Washington","SNOTEL","King",2990,47.33198,-121.46975,"171100120101",NA,NA,NA
"Tipton",821,"Oregon","SNOTEL","Baker",5150,44.65567,-118.42617,"170502020101",NA,NA,NA
"Tizer Basin",893,"Montana","SNOTEL","Jefferson",6880,46.34937,-111.85308,"100301010701",NA,NA,NA
"Tnc Fort Bayou",2082,"Mississippi","SCAN","Jackson",43,30.4712,-88.74162,"031700090604","TNC Fort Bayou","03MS059001","04N0218"
"Toe Jam",1136,"Nevada","SNOTEL","Elko",7690,41.3187,-116.3408,"160401060202","Toe Jam","S2009NV007001","09N1042"
"Togwotee Pass",822,"Wyoming","SNOTEL","Teton",9580,43.74902,-110.0578,"100800010201",NA,NA,NA
"Tok",2080,"Alaska","SCAN","Southeast Fairbanks",1630,63.3532,-142.98164,"190803020903","Tok","S2002AK174002","02N1036"
"Toketee Airstrip",1044,"Oregon","SNOTEL","Douglas",3240,43.22718,-122.42537,"171003010404",NA,NA,NA
"Tokositna Valley",1089,"Alaska","SNOTEL","Matanuska-Susitna",850,62.63,-150.77617,"190205020903",NA,NA,NA
"Tolby",934,"New Mexico","SNOTEL","Colfax",10180,36.47493,-105.19468,"110800020107",NA,NA,NA
"Tony Grove Lake",823,"Utah","SNOTEL","Cache",8474,41.89833,-111.62957,"160102030304",NA,NA,NA
"Tony Grove RS",1113,"Utah","SNOTEL","Cache",6332,41.88573,-111.56918,"160102030304","Tony Grove RS","S2009UT005001","09N1046"
"Torrington #1",2018,"Wyoming","SCAN","Goshen",4280,42.06667,-104.13333,"101800090503","Torrington #1","92WY015000","92P0916"
"Touchet",824,"Washington","SNOTEL","Columbia",5530,46.11868,-117.8505,"170701020303",NA,NA,NA
"Tower",825,"Colorado","SNOTEL","Routt",10500,40.53743,-106.6768,"140500010407",NA,NA,NA
"Townsend Creek",826,"Wyoming","SNOTEL","Fremont",8700,42.69525,-108.89572,"100800030203",NA,NA,NA
"Trapper Lake",827,"Colorado","SNOTEL","Garfield",9700,39.99884,-107.2362,"140500050101",NA,NA,NA
"Tres Ritos",1083,"New Mexico","SNOTEL","Taos",8600,36.12778,-105.52714,"130201010903",NA,NA,NA
"Trial Lake",828,"Utah","SNOTEL","Summit",9992,40.678,-110.94873,"160202030102",NA,NA,NA
"Trinchera",829,"Colorado","SNOTEL","Costilla",10860,37.35328,-105.23233,"130100020601",NA,NA,NA
"Trinity",1171,"Washington","SNOTEL","Chelan",2930,48.0747,-120.8493,"170200110302",NA,NA,NA
"Trinity Mtn.",830,"Idaho","SNOTEL","Elmore",7770,43.62903,-115.43818,"170501110703",NA,NA,NA
"Triple Peak",831,"Wyoming","SNOTEL","Sublette",8500,42.76393,-110.5914,"140401010503",NA,NA,NA
"Trough",832,"Washington","SNOTEL","Kittitas",5480,47.23328,-120.29412,"170200100402",NA,NA,NA
"Trough Springs",2142,"Nevada","SCAN","Clark",7846,36.37355,-115.78127,"160600150101","Trough Springs","04NV003009","05N0127"
"Trout Creek",833,"Utah","SNOTEL","Uintah",9518,40.739,-109.6728,"140600100802",NA,NA,NA
"Truckee #2",834,"California","SNOTEL","Placer",6509,39.30087,-120.18407,"160501020204","Truckee #2","S11CA061001","12N7847"
"Tule Valley",2163,"Utah","SCAN","Millard",4592,39.23724,-113.45866,"160203030103","Tule Valley","S2009UT027001","10N0503"
"Tunica",2034,"Mississippi","SCAN","Tunica",260,34.68333,-90.41667,"080302040801","Tunica","99MS143001","99P0648"
"Turnagain Pass",954,"Alaska","SNOTEL","Kenai Peninsula",1880,60.78043,-149.18325,"190203020406",NA,NA,NA
"Tuskegee",2115,"Alabama","SCAN","Macon",400,32.43455,-85.74802,"031501100503","Tuskegee","S2006AL087001","06N0790"
"Twelvemile Creek",835,"Montana","SNOTEL","Ravalli",5600,46.14287,-114.44755,"170102050601",NA,NA,NA
"Twin Lakes",836,"Montana","SNOTEL","Ravalli",6400,46.1438,-114.5056,"170102050601",NA,NA,NA
"Twin Pines Conservation Area",2226,"Missouri","SCAN","Shannon",960,36.99024,-91.30943,"110100080401",NA,NA,NA
"Two Ocean Plateau",837,"Wyoming","SNOTEL","Teton",9240,44.15178,-110.22122,"170401010201",NA,NA,NA
"UW Platteville",2196,"Wisconsin","SCAN","Lafayette",1075,42.70785,-90.3899,"070600050302","UW Platteville","S2004WI065002","04N1050"
"Uapb Campus-PB",2083,"Arkansas","SCAN","Jefferson",232,34.25188,-92.02632,"111102070605","Uapb Campus-PB","04AR069001","04N0824"
"Uapb Dewitt",2091,"Arkansas","SCAN","Arkansas",197,34.27788,-91.35017,"080203030104","Uapb Dewitt","S2004AR001001","05N0215"
"Uapb Point Remove",2090,"Arkansas","SCAN","Pope",315,35.20842,-92.92462,"111102030304","Uapb Point Remove","S2004AR115001","05N0216"
"Uapb-Earle",2085,"Arkansas","SCAN","Crittenden",213,35.27732,-90.45031,"080202031212",NA,NA,NA
"Uapb-Lonoke Farm",2030,"Arkansas","SCAN","Lonoke",250,34.85,-91.88333,"080203010401","Uapb-Lonoke Farm","99AR085001","99P0650"
"Uapb-Marianna",2084,"Arkansas","SCAN","Lee",217,34.7849,-90.81769,"080203040301","Uapb-Marianna","04AR077001","04N0825"
"University Camp",838,"Colorado","SNOTEL","Boulder",10300,40.03279,-105.57615,"101900050401",NA,NA,NA
"Upper Bethlehem",2123,"Virgin Islands","SCAN","St. Croix",119,17.71833,-64.79518,"210200020203","Upper Bethlehem","S07VI010001","07N0158"
"Upper Chena",952,"Alaska","SNOTEL","Fairbanks North Star",2850,65.1,-144.93317,"190803060102",NA,NA,NA
"Upper Joes Valley",1227,"Utah","SNOTEL","Emery",8596,39.4155,-111.2491,"140600090201","Upper Joes Valley","S2012UT015001","13N57545"
"Upper Nome Creek",1090,"Alaska","SNOTEL","Yukon-Koyukuk",2520,65.3671,-146.592,"190804020304",NA,NA,NA
"Upper Rio Grande",839,"Colorado","SNOTEL","Hinsdale",9400,37.72194,-107.26015,"130100010106",NA,NA,NA
"Upper San Juan",840,"Colorado","SNOTEL","Mineral",10200,37.48576,-106.83535,"140801010203",NA,NA,NA
"Upper Taylor",1141,"Colorado","SNOTEL","Gunnison",10640,38.99007,-106.74502,"140200010101",NA,NA,NA
"Upper Tsaina River",1055,"Alaska","SNOTEL","Valdez-Cordova",1750,61.19112,-145.64807,"190201040203",NA,NA,NA
"Upper Wheeler",841,"Washington","SNOTEL","Chelan",4330,47.28734,-120.37015,"170200100310",NA,NA,NA
"Usu Doc Daniel",1098,"Utah","SNOTEL","Rich",8270,41.86425,-111.50603,"160102010103",NA,NA,NA
"Ute Creek",1005,"Colorado","SNOTEL","Costilla",10650,37.61497,-105.37327,"130100020604",NA,NA,NA
"Uvalde",2204,"Texas","SCAN","Uvalde",915,29.21578,-99.75517,"121101060903",NA,NA,NA
"Vacarro Springs",1137,"Nevada","SNOTEL","Eureka",7890,39.4495,-115.9834,"160600051503","Vaccaro Springs","S11NV033003","12N7851"
"Vacas Locas",1017,"New Mexico","SNOTEL","Rio Arriba",9306,36.02635,-106.81362,"130202020102",NA,NA,NA
"Vail Mountain",842,"Colorado","SNOTEL","Eagle",10300,39.61676,-106.38006,"140100030102",NA,NA,NA
"Vallecito",843,"Colorado","SNOTEL","La Plata",10880,37.4851,-107.5068,"140801011105",NA,NA,NA
"Van Wyck",979,"Idaho","SNOTEL","Washington",4920,44.37665,-116.3366,"170501240902",NA,NA,NA
"Vance",2035,"Mississippi","SCAN","Tallahatchie",150,34.06667,-90.35,"080302020505","Vance","99MS135001","99P0649"
"Vermillion",2162,"Utah","SCAN","Kane",6392,37.19061,-112.19252,"140700070405","Vermillion","S2009UT025002","09N1051"
"Vernon",2202,"Texas","SCAN","Wilbarger",1184,34.01635,-99.2464,"111302070302",NA,NA,NA
"Vernon Creek",844,"Utah","SNOTEL","Tooele",7401,39.93667,-112.41478,"160203040102",NA,NA,NA
"Vienna Mine",845,"Idaho","SNOTEL","Blaine",8960,43.79942,-114.85273,"170602010201",NA,NA,NA
"Violett",2118,"Montana","SCAN","Liberty",3225,48.43578,-111.18423,"100302040502","Violett","S06MT051001","07N0155"
"Virginia Lakes Ridge",846,"California","SNOTEL","Mono",9400,38.07298,-119.23433,"160503010103","Virginia Lakes Ridge","S2010CA051001","11N0373"
"Wabeno #1",2003,"Wisconsin","SCAN","Forest",1580,45.46667,-88.58333,"040301050401","Webeno #1","S1990WI041006","90P0902"
"Wager Gulch",1188,"Colorado","SNOTEL","Hinsdale",11100,37.88248,-107.3643,"140200020602",NA,NA,NA
"Waimea Plain",2099,"Hawaii","SCAN","Hawaii",3039,20.0096,-155.5979,"200100000201","Waimea Plain","S2005HI001005","05N0577"
"Wakulla #1",2009,"Florida","SCAN","Leon",150,30.3,-84.41667,"031200010702","Wakulla #1","91FL073001","92P0201"
"Waldron",847,"Montana","SNOTEL","Teton",5600,47.91998,-112.79087,"100302050102",NA,NA,NA
"Walnut Gulch #1",2026,"Arizona","SCAN","Cochise",4500,31.73333,-110.05,"150502020707","Walnut Gulch #1","99AZ003001","99P0323"
"Ward Creek #3",848,"California","SNOTEL","Placer",6745,39.13545,-120.21865,"160501010403",NA,NA,NA
"Ward Mountain",849,"Nevada","SNOTEL","White Pine",9163,39.13242,-114.95575,"150100110105",NA,NA,NA
"Warm Springs",850,"Montana","SNOTEL","Granite",7800,46.27368,-113.164,"170102010302",NA,NA,NA
"Waterhole",974,"Washington","SNOTEL","Clallam",5010,47.94485,-123.42594,"171100200506",NA,NA,NA
"Watkinsville #1",2013,"Georgia","SCAN","Oconee",770,33.88333,-83.43333,"030701010305","Watkinsville #1","92GA219001","92P0682"
"Webber Springs",852,"Wyoming","SNOTEL","Carbon",9250,41.15946,-106.92714,"101800020406",NA,NA,NA
"Webster Flat",853,"Utah","SNOTEL","Iron",9203,37.575,-112.90155,"150100080101","Webster Flat","S2014UT021002","15N0473"
"Wedowee",2175,"Alabama","SCAN","Randolph",934,33.33168,-85.51818,"031501080906","Wedowee","S10AL111001","10N1242"
"Wells Creek",909,"Washington","SNOTEL","Whatcom",4030,48.8661,-121.78976,"171100040103",NA,NA,NA
"Weminuche Creek",1160,"Colorado","SNOTEL","Archuleta",10740,37.51976,-107.32152,"140801020203",NA,NA,NA
"Weslaco",2205,"Texas","SCAN","Hidalgo",57,26.15553,-97.95927,"121102080300",NA,NA,NA
"Wesner Springs",854,"New Mexico","SNOTEL","San Miguel",11120,35.77556,-105.5425,"130600010802",NA,NA,NA
"West Branch",855,"Idaho","SNOTEL","Adams",5560,45.0722,-116.45413,"170501240201",NA,NA,NA
"West Summit",2139,"Utah","SCAN","San Juan",6993,38.01394,-109.12745,"140300050503","West Summit","S07UT037003","08N0141"
"West Yellowstone",924,"Montana","SNOTEL","Gallatin",6700,44.65866,-111.09199,"100200070205",NA,NA,NA
"Wheeler Peak",1147,"Nevada","SNOTEL","White Pine",10060,39.00995,-114.31021,"160203010801","Wheeler Peak","S2010NV033001","11N0371"
"Whiskey Ck",857,"Colorado","SNOTEL","Las Animas",10220,37.21411,-105.12245,"110200100102",NA,NA,NA
"Whiskey Creek",858,"Montana","SNOTEL","Gallatin",6800,44.61088,-111.14998,"100200070203",NA,NA,NA
"Whiskey Park",859,"Wyoming","SNOTEL","Carbon",8950,41.00289,-106.90848,"140500030102",NA,NA,NA
"White Elephant",860,"Idaho","SNOTEL","Fremont",7710,44.53267,-111.41085,"170402020305",NA,NA,NA
"White Horse Lake",861,"Arizona","SNOTEL","Coconino",7180,35.14202,-112.14915,"150602020204",NA,NA,NA
"White Mill",862,"Montana","SNOTEL","Park",8700,45.04575,-109.90987,"100700060202",NA,NA,NA
"White Pass E.S.",863,"Washington","SNOTEL","Yakima",4440,46.64142,-121.38153,"170300020301",NA,NA,NA
"White River #1",864,"Utah","SNOTEL","Wasatch",8641,39.9645,-110.98845,"140600070102",NA,NA,NA
"White River Nv",1213,"Nevada","SNOTEL","White Pine",7367,38.94557,-115.37922,"150100110302","White River NV","S2014NV033001","15N0484"
"Widtsoe #3",865,"Utah","SNOTEL","Garfield",9640,37.83633,-111.88163,"160300020403",NA,NA,NA
"Wild Basin",1042,"Colorado","SNOTEL","Boulder",9560,40.20105,-105.60248,"101900050202",NA,NA,NA
"Wildcat",866,"Arizona","SNOTEL","Greenlee",7850,33.75835,-109.47973,"150601010109",NA,NA,NA
"Wildhorse Divide",867,"Idaho","SNOTEL","Bannock",6490,42.75743,-112.47783,"170402080504",NA,NA,NA
"Willow Creek",868,"Wyoming","SNOTEL","Lincoln",8080,42.81513,-110.83515,"170401050204",NA,NA,NA
"Willow Creek Pass",869,"Colorado","SNOTEL","Grand",9540,40.34703,-106.09433,"140100010102",NA,NA,NA
"Willow Park",870,"Colorado","SNOTEL","Larimer",10700,40.43254,-105.73337,"101900060204",NA,NA,NA
"Willow Wells",2108,"New Mexico","SCAN","Lea",4537,33.53382,-103.63097,"120800040101","Willow Wells","S2004NM025002","04N0400"
"Wilson Creek",871,"Idaho","SNOTEL","Twin Falls",7120,42.01257,-115.00278,"170402130202",NA,NA,NA
"Windy Peak",872,"Wyoming","SNOTEL","Albany",7900,42.2802,-105.57816,"101800080802",NA,NA,NA
"Wolf Creek",873,"Oregon","SNOTEL","Union",5630,45.06703,-118.15192,"170502030601",NA,NA,NA
"Wolf Creek Peak",1164,"Utah","SNOTEL","Wasatch",9796,40.47733,-111.04469,"160202030104",NA,NA,NA
"Wolf Creek Summit",874,"Colorado","SNOTEL","Mineral",11000,37.47922,-106.8017,"140801010203",NA,NA,NA
"Wolverine",875,"Wyoming","SNOTEL","Park",7650,44.80417,-109.657,"100700060104",NA,NA,NA
"Wood Creek",876,"Montana","SNOTEL","Lewis And Clark",5960,47.44847,-112.81428,"100301040202",NA,NA,NA
"Workman Creek",877,"Arizona","SNOTEL","Gila",6900,33.81242,-110.91773,"150601030802",NA,NA,NA
"Wrigley Creek",1228,"Utah","SNOTEL","Sanpete",9327,39.13233,-111.35685,"140600090303","Wrigley Creek","S2012UT039002","13N57553"
"Wtars",2053,"Alabama","SCAN","Madison",625,34.9,-86.53333,"060300020306","Wtars","S2002AL089001","02N0183"
"Yankee Reservoir",1197,"Utah","SNOTEL","Iron",8692,37.74797,-112.77495,"160300060202","Yankee Reservoir","S2012UT021001","13N57546"
"Youmans Farm",2038,"South Carolina","SCAN","Hampton",75,32.66667,-81.2,"030601090302",NA,NA,NA
"Younts Peak",878,"Wyoming","SNOTEL","Park",8350,43.93225,-109.81775,"100800130103",NA,NA,NA
"Zirkel",1033,"Colorado","SNOTEL","Jackson",9340,40.79488,-106.59535,"101800010202",NA,NA,NA
